genero,idoso,parceiro,dependentes,tempo_contrato_meses,servico_telefone,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,tv_streaming,filmes_streaming,tipo_contrato,fatura_digital,forma_pagamento,cobranca_mensal,total_gasto,evasao
Masculino,0,Não,Sim,72,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Sim,Mês a mês,Sim,Cartão de crédito,81.44,6349.7,0
Masculino,0,Não,Não,26,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Sim,Cartão de crédito,93.06,2458.49,0
Feminino,0,Sim,Não,32,Não,Sem serviço telefônico,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Sim,Cheque eletrônico,79.85,2358.66,0
Feminino,0,Não,Não,46,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Dois anos,Não,Transferência bancária,30.01,1262.81,0
Feminino,0,Sim,Não,28,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mês a mês,Sim,Cheque eletrônico,44.96,1341.7,0
Masculino,0,Sim,Não,7,Sim,Não,DSL,Sim,Não,Não,Não,Sim,Sim,Dois anos,Não,Cheque eletrônico,19.46,118.62,0
Masculino,0,Não,Não,35,Sim,Sim,DSL,Não,Não,Não,Não,Sim,Sim,Dois anos,Sim,Cheque eletrônico,93.87,3223.1,0
Feminino,0,Não,Não,66,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Transferência bancária,36.51,2235.72,1
Masculino,0,Sim,Sim,22,Sim,Não,Fibra óptica,Não,Não,Não,Sim,Sim,Não,Dois anos,Sim,Cartão de crédito,103.62,1996.09,0
Feminino,1,Sim,Não,22,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Não,Sim,Dois anos,Não,Transferência bancária,34.55,866.7,0
Masculino,0,Sim,Sim,3,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Sim,Um ano,Não,Transferência bancária,55.18,157.24,0
Masculino,0,Sim,Não,46,Sim,Não,Fibra óptica,Não,Não,Não,Sim,Não,Sim,Mês a mês,Não,Cheque eletrônico,32.22,1379.81,0
Feminino,0,Sim,Não,50,Sim,Sim,DSL,Não,Não,Sim,Não,Sim,Não,Mês a mês,Não,Cheque eletrônico,71.27,3095.86,1
Feminino,0,Não,Não,8,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Sim,Sim,Um ano,Sim,Cheque enviado pelo correio,77.38,688.38,0
Feminino,0,Sim,Não,4,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Não,Um ano,Sim,Cheque enviado pelo correio,40.85,141.68,1
Feminino,0,Não,Não,15,Sim,Sim,Fibra óptica,Sim,Não,Sim,Sim,Sim,Não,Um ano,Sim,Transferência bancária,58.73,754.86,1
Masculino,0,Sim,Sim,44,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Não,Sim,Mês a mês,Sim,Cheque enviado pelo correio,29.71,1227.19,0
Masculino,1,Não,Não,39,Sim,Sim,Fibra óptica,Sim,Não,Sim,Não,Não,Não,Um ano,Sim,Cheque enviado pelo correio,96.78,3693.88,1
Masculino,0,Não,Sim,29,Sim,Não,Fibra óptica,Sim,Não,Não,Sim,Sim,Não,Mês a mês,Sim,Cartão de crédito,96.66,2887.3,0
Feminino,0,Não,Não,62,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cartão de crédito,43.85,2775.75,0
Masculino,0,Sim,Não,34,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cartão de crédito,44.42,1437.77,0
Feminino,0,Não,Sim,26,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Não,Cheque eletrônico,78.97,2162.92,1
Masculino,0,Não,Não,18,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Não,Dois anos,Sim,Cheque eletrônico,78.9,1386.65,0
Feminino,1,Não,Não,63,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Cheque eletrônico,91.33,5905.15,1
Feminino,0,Não,Não,52,Sim,Sim,Fibra óptica,Sim,Sim,Não,Não,Não,Sim,Dois anos,Sim,Cartão de crédito,27.65,1593.68,0
Masculino,0,Sim,Não,54,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Não,Sim,Mês a mês,Sim,Cheque enviado pelo correio,85.2,5192.72,1
Feminino,0,Não,Não,42,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Sim,Transferência bancária,91.55,4239.19,0
Feminino,0,Não,Sim,54,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cheque eletrônico,45.89,2585.4,1
Masculino,1,Não,Não,52,Sim,Não,Fibra óptica,Sim,Sim,Sim,Não,Não,Não,Mês a mês,Não,Transferência bancária,43.82,1941.33,0
Feminino,0,Não,Não,13,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Transferência bancária,84.46,1029.24,1
Feminino,0,Não,Sim,32,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Não,Não,Mês a mês,Não,Transferência bancária,29.66,843.83,0
Feminino,0,Não,Não,66,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Sim,Dois anos,Não,Cheque eletrônico,72.16,5087.25,0
Masculino,0,Não,Não,58,Não,Sem serviço telefônico,DSL,Sim,Sim,Sim,Não,Não,Sim,Um ano,Não,Cheque eletrônico,68.19,3586.61,0
Masculino,0,Não,Não,39,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Sim,Não,Mês a mês,Sim,Transferência bancária,85.26,3094.74,0
Feminino,0,Sim,Sim,27,Não,Sem serviço telefônico,DSL,Não,Não,Não,Não,Não,Não,Dois anos,Sim,Transferência bancária,78.62,2039.95,0
Masculino,0,Não,Não,54,Sim,Sim,DSL,Sim,Não,Não,Não,Sim,Não,Um ano,Não,Cheque enviado pelo correio,99.44,5180.74,1
Feminino,0,Não,Sim,72,Não,Sem serviço telefônico,Fibra óptica,Sim,Não,Não,Não,Não,Não,Mês a mês,Não,Cheque enviado pelo correio,24.09,1568.01,0
Feminino,1,Sim,Não,43,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cheque eletrônico,82.67,3774.18,1
Feminino,0,Sim,Não,52,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Sim,Dois anos,Sim,Cheque enviado pelo correio,89.76,4466.98,0
Feminino,0,Não,Sim,14,Sim,Não,DSL,Sim,Não,Não,Não,Sim,Sim,Um ano,Não,Cheque eletrônico,97.25,1389.54,1
Feminino,0,Não,Sim,8,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Sim,Não,Um ano,Sim,Cartão de crédito,55.02,391.63,1
Masculino,0,Sim,Não,35,Não,Sem serviço telefônico,Fibra óptica,Não,Sim,Não,Sim,Sim,Sim,Um ano,Não,Cheque eletrônico,47.25,1410.28,0
Feminino,1,Não,Sim,18,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Sim,Dois anos,Sim,Cartão de crédito,84.46,1568.68,0
Masculino,0,Não,Sim,55,Sim,Não,DSL,Não,Não,Sim,Não,Não,Sim,Mês a mês,Sim,Cheque eletrônico,69.5,4095.11,1
Masculino,0,Sim,Não,52,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Sim,Um ano,Sim,Cheque eletrônico,55.63,3021.33,0
Feminino,0,Sim,Não,72,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Sim,Não,Dois anos,Não,Transferência bancária,92.51,5694.94,0
Feminino,0,Não,Não,49,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Sim,Transferência bancária,66.11,3083.31,0
Masculino,0,Não,Não,8,Sim,Não,DSL,Não,Não,Não,Sim,Sim,Não,Mês a mês,Sim,Cartão de crédito,63.8,573.26,0
Masculino,0,Sim,Não,37,Sim,Sim,DSL,Não,Sim,Não,Não,Não,Não,Mês a mês,Sim,Transferência bancária,53.85,2107.07,0
Masculino,1,Sim,Não,66,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Sim,Não,Dois anos,Não,Transferência bancária,22.91,1640.7,0
Feminino,0,Sim,Sim,41,Não,Sem serviço telefônico,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Sim,Cheque eletrônico,101.36,3555.31,0
Masculino,1,Não,Não,27,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cartão de crédito,52.27,1379.55,1
Feminino,0,Sim,Não,20,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Transferência bancária,61.66,1391.33,0
Feminino,0,Não,Sim,38,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Não,Sim,Mês a mês,Sim,Cheque eletrônico,29.81,1025.72,1
Feminino,0,Sim,Não,12,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Transferência bancária,79.37,1047.81,0
Masculino,0,Não,Não,42,Sim,Não,Fibra óptica,Sim,Sim,Não,Sim,Não,Sim,Um ano,Não,Cartão de crédito,77.45,2800.13,0
Feminino,0,Sim,Não,50,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Sim,Mês a mês,Sim,Cheque enviado pelo correio,48.43,2243.63,1
Feminino,1,Não,Não,31,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mês a mês,Sim,Cheque eletrônico,53.82,1529.25,1
Feminino,1,Não,Não,65,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cartão de crédito,92.92,5160.44,0
Feminino,1,Sim,Não,53,Sim,Não,DSL,Não,Não,Sim,Não,Sim,Não,Um ano,Não,Cartão de crédito,71.43,4002.55,0
Feminino,0,Sim,Sim,40,Não,Sem serviço telefônico,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mês a mês,Não,Cartão de crédito,43.01,1886.7,1
Masculino,1,Não,Não,39,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cheque eletrônico,74.37,2748.53,0
Feminino,0,Sim,Sim,10,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Não,Não,Mês a mês,Sim,Cheque enviado pelo correio,105.5,1086.81,1
Feminino,0,Não,Sim,29,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cheque enviado pelo correio,117.67,3118.12,0
Masculino,0,Sim,Não,40,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Sim,Sim,Um ano,Não,Transferência bancária,27.06,976.96,0
Feminino,0,Sim,Sim,30,Não,Sem serviço telefônico,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Sim,Cartão de crédito,62.77,1831.3,0
Masculino,0,Não,Sim,2,Sim,Sim,Fibra óptica,Sim,Sim,Não,Sim,Não,Não,Mês a mês,Sim,Cheque eletrônico,62.69,112.84,1
Feminino,0,Não,Sim,28,Não,Sem serviço telefônico,Fibra óptica,Não,Não,Sim,Não,Sim,Não,Mês a mês,Sim,Cheque eletrônico,112.38,3427.48,0
Masculino,1,Não,Não,47,Não,Sem serviço telefônico,Fibra óptica,Não,Não,Não,Sim,Não,Não,Mês a mês,Sim,Cheque eletrônico,110.03,4781.49,1
Masculino,0,Sim,Sim,32,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Não,Sim,Mês a mês,Sim,Transferência bancária,62.93,1743.0,1
Feminino,0,Sim,Não,32,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Dois anos,Não,Cheque enviado pelo correio,44.82,1592.54,0
Feminino,1,Não,Sim,27,Sim,Não,DSL,Não,Não,Não,Não,Não,Sim,Mês a mês,Sim,Cheque enviado pelo correio,82.49,2500.56,0
Feminino,0,Sim,Não,54,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cheque enviado pelo correio,30.05,1685.8,0
Masculino,1,Sim,Não,56,Sim,Sim,Fibra óptica,Sim,Sim,Não,Não,Não,Sim,Dois anos,Sim,Cheque eletrônico,38.35,1903.73,0
Masculino,0,Sim,Não,31,Não,Sem serviço telefônico,Fibra óptica,Não,Não,Sim,Sim,Sim,Não,Mês a mês,Sim,Cheque eletrônico,100.2,3306.76,1
Masculino,0,Sim,Não,24,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cartão de crédito,101.76,2194.28,0
Feminino,0,Não,Não,35,Sim,Sim,DSL,Não,Sim,Não,Não,Não,Não,Mês a mês,Sim,Transferência bancária,108.47,3498.89,0
Masculino,0,Não,Não,30,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Não,Um ano,Não,Transferência bancária,92.56,2565.09,0
Masculino,0,Não,Não,55,Sim,Não,DSL,Não,Não,Sim,Não,Não,Não,Mês a mês,Não,Cheque eletrônico,34.69,2064.35,1
Feminino,0,Não,Sim,64,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Não,Não,Mês a mês,Não,Cheque eletrônico,47.16,2623.96,0
Masculino,0,Não,Não,33,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Sim,Sim,Mês a mês,Não,Cheque eletrônico,64.29,2217.29,1
Masculino,1,Não,Não,46,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Sim,Não,Um ano,Sim,Cartão de crédito,49.97,2085.16,0
Feminino,0,Não,Não,33,Sim,Não,DSL,Não,Não,Não,Não,Não,Sim,Um ano,Sim,Cheque eletrônico,71.41,2400.46,0
Masculino,0,Sim,Não,68,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Não,Mês a mês,Não,Cheque eletrônico,27.48,1755.42,0
Feminino,0,Sim,Não,64,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Sim,Um ano,Não,Cheque enviado pelo correio,113.21,6599.97,1
Feminino,0,Não,Não,30,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cheque eletrônico,115.94,3697.78,0
Feminino,0,Sim,Não,29,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cheque enviado pelo correio,25.33,809.51,0
Feminino,1,Sim,Não,62,Não,Sem serviço telefônico,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Transferência bancária,22.04,1529.46,1
Feminino,0,Não,Não,30,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Cartão de crédito,66.72,1939.0,0
Masculino,0,Não,Sim,12,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Sim,Sim,Mês a mês,Sim,Transferência bancária,32.35,374.03,1
Masculino,0,Não,Não,67,Sim,Sim,DSL,Não,Não,Sim,Sim,Não,Sim,Dois anos,Sim,Cheque enviado pelo correio,31.87,2291.27,0
Feminino,0,Sim,Não,15,Sim,Sim,DSL,Sim,Não,Não,Não,Sim,Não,Dois anos,Sim,Transferência bancária,54.76,925.29,0
Feminino,0,Não,Não,10,Sim,Sim,DSL,Não,Não,Não,Sim,Não,Sim,Mês a mês,Não,Cheque eletrônico,113.83,1247.38,0
Masculino,0,Não,Sim,61,Sim,Não,Fibra óptica,Não,Não,Não,Sim,Não,Sim,Mês a mês,Sim,Cartão de crédito,111.68,6720.66,0
Feminino,0,Não,Sim,23,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Sim,Mês a mês,Não,Cheque enviado pelo correio,110.79,2579.1,1
Feminino,0,Sim,Não,11,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mês a mês,Sim,Cartão de crédito,34.83,340.03,1
Feminino,0,Sim,Sim,16,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Transferência bancária,26.5,400.94,1
Masculino,0,Sim,Não,49,Sim,Sim,DSL,Não,Não,Não,Sim,Não,Não,Dois anos,Sim,Cheque eletrônico,29.02,1258.09,0
Masculino,0,Sim,Sim,14,Sim,Sim,DSL,Não,Não,Não,Sim,Não,Não,Dois anos,Sim,Cheque eletrônico,77.01,1018.64,0
Feminino,0,Sim,Sim,6,Não,Sem serviço telefônico,DSL,Sim,Sim,Não,Não,Sim,Não,Um ano,Não,Cheque enviado pelo correio,51.92,309.44,1
Feminino,1,Sim,Não,42,Não,Sem serviço telefônico,Fibra óptica,Não,Não,Sim,Não,Não,Sim,Mês a mês,Sim,Transferência bancária,105.53,4458.81,1
Masculino,0,Não,Sim,17,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cheque eletrônico,83.89,1386.38,0
Masculino,0,Não,Não,42,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Sim,Não,Mês a mês,Sim,Cheque eletrônico,117.81,4228.96,1
Feminino,0,Não,Não,10,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Transferência bancária,108.84,1099.41,0
Feminino,1,Sim,Não,46,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cheque eletrônico,75.07,3313.05,0
Masculino,1,Sim,Não,49,Sim,Não,Fibra óptica,Não,Sim,Sim,Não,Não,Sim,Um ano,Não,Cheque enviado pelo correio,101.14,4909.43,0
Masculino,1,Sim,Não,9,Sim,Sim,DSL,Não,Não,Sim,Não,Não,Não,Um ano,Sim,Transferência bancária,34.03,267.65,1
Masculino,0,Sim,Não,39,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Sim,Um ano,Não,Cheque enviado pelo correio,104.02,4126.41,0
Feminino,0,Sim,Sim,2,Sim,Sim,DSL,Não,Não,Sim,Não,Não,Sim,Mês a mês,Sim,Cartão de crédito,89.59,196.3,1
Masculino,0,Não,Sim,68,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cartão de crédito,56.73,3402.87,0
Feminino,0,Não,Não,52,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Não,Dois anos,Sim,Cartão de crédito,98.7,4792.92,0
Masculino,0,Não,Não,11,Sim,Sim,Fibra óptica,Sim,Não,Sim,Sim,Não,Sim,Um ano,Sim,Cartão de crédito,83.72,871.79,1
Masculino,0,Não,Não,37,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Não,Dois anos,Sim,Cartão de crédito,26.69,850.4,0
Masculino,0,Não,Sim,72,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Sim,Não,Mês a mês,Não,Cheque eletrônico,115.89,8203.23,0
Masculino,0,Não,Não,22,Sim,Não,DSL,Não,Sim,Sim,Sim,Não,Não,Dois anos,Não,Cheque enviado pelo correio,45.12,882.18,0
Feminino,0,Não,Não,52,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Sim,Cartão de crédito,72.73,3392.04,0
Feminino,0,Não,Não,5,Não,Sem serviço telefônico,DSL,Não,Sim,Não,Sim,Não,Não,Mês a mês,Sim,Transferência bancária,104.92,540.59,1
Masculino,1,Não,Sim,2,Sim,Sim,DSL,Não,Sim,Sim,Não,Não,Sim,Mês a mês,Sim,Cheque eletrônico,46.87,91.26,1
Feminino,0,Não,Sim,5,Sim,Não,Fibra óptica,Não,Não,Sim,Sim,Não,Não,Mês a mês,Sim,Cheque enviado pelo correio,41.09,223.45,1
Masculino,0,Sim,Sim,32,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mês a mês,Não,Cartão de crédito,73.53,2001.75,0
Masculino,0,Não,Sim,19,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cartão de crédito,53.18,1125.3,1
Masculino,0,Não,Não,4,Não,Sem serviço telefônico,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Transferência bancária,87.19,355.51,1
Masculino,0,Não,Sim,46,Não,Sem serviço telefônico,Fibra óptica,Não,Sim,Não,Não,Sim,Sim,Mês a mês,Sim,Cheque eletrônico,50.18,2434.37,0
Feminino,0,Sim,Não,26,Sim,Não,DSL,Sim,Sim,Não,Não,Sim,Não,Dois anos,Sim,Cheque enviado pelo correio,116.93,2897.12,0
Masculino,0,Sim,Não,50,Sim,Sim,DSL,Não,Sim,Não,Não,Não,Sim,Mês a mês,Sim,Cheque eletrônico,46.28,1998.67,0
Masculino,0,Não,Não,26,Não,Sem serviço telefônico,DSL,Não,Não,Não,Não,Sim,Não,Dois anos,Sim,Transferência bancária,81.74,1976.94,0
Feminino,1,Não,Não,71,Sim,Não,Fibra óptica,Não,Sim,Não,Sim,Não,Sim,Dois anos,Sim,Cheque eletrônico,45.15,3018.58,0
Masculino,0,Sim,Não,32,Não,Sem serviço telefônico,DSL,Não,Sim,Sim,Não,Sim,Sim,Mês a mês,Sim,Cartão de crédito,64.14,1984.81,0
Masculino,0,Não,Não,44,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Sim,Mês a mês,Sim,Cheque eletrônico,47.13,2210.58,0
Masculino,0,Não,Sim,26,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Não,Cheque enviado pelo correio,59.59,1677.26,0
Feminino,1,Sim,Sim,61,Sim,Sim,DSL,Não,Não,Não,Sim,Sim,Sim,Dois anos,Não,Transferência bancária,81.19,5560.44,0
Masculino,0,Não,Sim,51,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Sim,Não,Dois anos,Não,Cheque eletrônico,88.58,3956.3,0
Feminino,0,Sim,Sim,59,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Sim,Não,Um ano,Não,Cartão de crédito,41.57,2525.81,0
Masculino,1,Não,Não,38,Sim,Sim,DSL,Não,Sim,Não,Não,Não,Não,Dois anos,Sim,Cartão de crédito,107.91,3635.31,0
Masculino,1,Não,Não,26,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Não,Cartão de crédito,50.22,1426.12,0
Feminino,1,Não,Sim,45,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Transferência bancária,24.18,1038.47,0
Masculino,0,Não,Não,31,Sim,Não,Fibra óptica,Não,Não,Não,Sim,Não,Não,Mês a mês,Sim,Transferência bancária,112.69,3094.21,0
Masculino,0,Sim,Não,70,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Sim,Cartão de crédito,45.23,3081.86,0
Feminino,1,Não,Não,45,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Não,Não,Mês a mês,Sim,Cheque eletrônico,117.68,5424.68,0
Feminino,0,Não,Sim,31,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Não,Não,Dois anos,Sim,Cheque enviado pelo correio,72.73,2501.65,0
Feminino,0,Não,Sim,61,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Não,Cheque eletrônico,102.88,6615.43,1
Feminino,0,Sim,Não,48,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Sim,Cheque eletrônico,28.84,1468.74,0
Feminino,0,Sim,Sim,45,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Transferência bancária,73.16,3434.32,0
Masculino,1,Não,Não,60,Sim,Não,Fibra óptica,Não,Não,Sim,Sim,Não,Não,Dois anos,Sim,Cheque eletrônico,19.87,1120.84,0
Feminino,0,Não,Não,61,Sim,Sim,DSL,Não,Não,Sim,Sim,Sim,Não,Mês a mês,Sim,Cheque enviado pelo correio,55.98,2915.53,0
Masculino,0,Sim,Não,52,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mês a mês,Não,Cartão de crédito,22.11,1188.22,1
Masculino,1,Não,Não,52,Sim,Não,Fibra óptica,Sim,Sim,Sim,Não,Sim,Não,Um ano,Sim,Cheque enviado pelo correio,64.22,3255.3,1
Masculino,0,Não,Sim,62,Sim,Sim,Fibra óptica,Sim,Não,Não,Sim,Não,Sim,Mês a mês,Sim,Cheque eletrônico,89.31,5058.09,0
Feminino,0,Não,Não,26,Sim,Sim,Fibra óptica,Sim,Sim,Não,Sim,Não,Sim,Dois anos,Sim,Cheque enviado pelo correio,105.76,3131.15,0
Feminino,0,Não,Sim,67,Sim,Sim,DSL,Não,Não,Sim,Não,Não,Não,Dois anos,Não,Transferência bancária,84.51,5477.83,0
Masculino,0,Não,Não,49,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Transferência bancária,90.52,4109.03,0
Feminino,0,Não,Sim,44,Sim,Não,Fibra óptica,Sim,Não,Sim,Não,Não,Não,Um ano,Sim,Cheque eletrônico,39.78,1491.77,0
Feminino,0,Sim,Não,36,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Não,Cheque eletrônico,47.29,1842.39,1
Feminino,0,Não,Sim,53,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Não,Não,Mês a mês,Não,Transferência bancária,111.78,5352.34,1
Feminino,0,Não,Não,44,Sim,Não,DSL,Não,Sim,Não,Não,Não,Sim,Dois anos,Sim,Cheque eletrônico,34.31,1465.9,0
Masculino,0,Não,Não,22,Não,Sem serviço telefônico,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mês a mês,Sim,Cartão de crédito,117.07,2653.47,1
